"","1","2","3","4","5","6","7","8","9"
"social media",0,0,0,0,0,0,0,0,40
"social participation",0,0,0,0,0,0,0,0,1
"social relationships",0,0,0,0,0,0,0,0,1
"social responsibilities",0,0,0,0,0,0,0,0,1
"social time",0,0,0,0,0,2,0,0,0
"socially inappropriate",0,0,0,0,0,0,0,0,1
"societal participation",0,0,0,0,0,0,0,0,1
"society helps",0,0,0,0,0,0,0,0,1
"society letting",0,0,0,0,0,0,0,0,1
"society statistics",0,0,0,0,0,0,0,0,1
"software communication",0,0,0,0,0,0,0,0,1
"software device",0,0,0,0,1,0,0,0,0
"software lack",0,0,0,0,0,0,0,0,1
"software required",1,0,0,0,0,0,0,0,0
"software’s community",0,0,0,0,0,0,0,0,1
"software’s wordpower",0,0,0,0,0,0,0,0,1
"sole programmers",0,0,0,0,0,0,0,0,1
"solution access",0,0,1,0,0,0,0,0,0
"solution excited",0,0,1,0,0,0,0,0,0
"solution individuals",0,0,0,1,0,0,0,0,0
"solution people",1,0,0,0,0,0,0,0,0
"solution simultaneously",1,0,0,0,0,0,0,0,0
"solution software",1,0,0,0,0,0,0,0,0
"solutions people",0,1,0,0,0,0,0,0,0
"son 26",0,0,0,0,1,0,0,0,0
"son device",0,0,0,0,0,1,0,0,0
"son doesn’t",0,0,0,0,0,1,0,0,0
"son friend",0,0,0,0,0,0,0,0,1
"son gradually",0,0,0,0,0,1,0,0,0
"son i’m",0,0,0,0,0,1,0,0,0
"son likes",0,0,0,0,0,1,0,0,0
"son loves",0,0,0,0,1,0,0,0,0
"son relies",0,0,0,0,0,0,0,1,0
"son speech",0,0,0,0,1,0,0,0,0
"son syndrome",0,0,0,0,0,1,0,0,0
"son toll",0,0,0,0,0,0,0,0,1
"son verbal",0,0,0,0,0,1,0,0,0
"son wonderful",0,0,0,0,1,0,0,0,0
"sons insurance",0,0,0,0,0,1,0,0,0
"sons speech",0,0,0,0,0,1,0,0,0
"souls language",0,0,0,0,0,0,0,0,1
"sound amazing",0,0,0,0,0,0,0,0,1
"sound picture",0,0,0,0,1,0,0,0,0
"sound sound",0,0,0,0,1,0,0,0,0
"sound system",0,0,0,0,1,0,0,0,0
"sound tested",0,0,0,0,0,0,0,1,0
"sounding adult",0,1,0,0,0,0,0,0,0
"sounding inflection",0,0,0,0,0,0,0,0,1
"sounding voices",0,1,0,0,0,0,0,0,0
"sounds imagine",0,0,0,0,0,0,0,0,1
"sounds people",0,0,0,0,1,0,0,0,0
"sounds recommending",0,0,0,0,0,0,0,0,1
"space expression",0,0,0,0,0,0,0,0,1
"space fill",0,0,0,0,0,0,0,0,1
"space limited",0,0,0,0,1,0,0,0,0
"spanish french",1,1,0,0,0,0,0,0,0
"spared frustration",0,0,0,0,0,1,0,0,0
"speak button",0,0,0,0,0,0,0,1,0
"speak easy",0,1,0,0,0,0,0,0,0
"speak express",0,0,0,0,0,0,0,0,1
"speak goal",0,0,1,0,0,0,0,0,0
"speak hospital",0,0,0,0,0,0,0,0,1
"speak louder",0,0,0,0,0,0,0,0,1
"speak message",0,0,0,1,0,0,0,0,0
"speak messages",0,0,0,2,0,0,0,0,0
"speak perfect",0,0,0,0,0,1,0,0,0
"speak range",0,0,0,0,0,0,0,0,1
"speak tapping",0,1,0,0,0,0,0,0,0
"speak therapies",0,0,0,0,0,1,0,0,0
"speak typed",0,0,0,0,0,1,0,0,0
"speak typically",0,0,0,0,0,0,0,0,1
"speak understood",0,1,0,0,0,0,0,0,0
"speak words",0,0,0,0,0,0,0,0,1
"speaking items",0,0,0,0,0,0,0,0,1
"speaks words",0,0,0,0,0,0,0,0,1
"special days",0,0,0,0,0,0,1,0,0
"special ed",0,0,0,0,1,0,0,0,0
"special education",0,0,0,0,0,0,0,1,0
"special home",0,0,1,0,0,0,0,0,0
"specialist program",0,0,0,0,1,0,0,0,0
"specializes pages",0,0,0,0,0,0,0,0,1
"specific actions",0,0,0,1,0,0,0,0,0
"specific directly",1,0,0,0,0,0,0,0,0
"specific gap",0,0,0,0,0,0,0,0,1
"spectrum birthday",0,0,0,0,0,1,0,0,0
"spectrum college",0,0,0,0,0,1,0,0,0
"speech 100",0,1,0,0,0,0,0,0,0
"speech appears",0,0,0,0,0,1,0,0,0
"speech argued",0,0,0,0,0,0,0,0,1
"speech buttons",0,0,1,0,0,0,0,0,0
"speech canadian",0,0,0,0,0,0,0,0,1
"speech challenges",0,0,0,0,0,0,0,0,1
"speech communication",0,0,0,0,0,1,0,0,0
"speech denied",0,0,0,0,0,0,0,0,1
"speech device",0,0,0,0,0,2,0,0,0
"speech difficulties",0,1,0,0,0,0,0,0,0
"speech disabilities",0,0,0,0,0,1,0,0,0
"speech display",0,0,0,0,0,0,0,1,0
"speech easier",0,0,0,0,0,0,0,1,0
"speech fields",0,0,0,0,0,0,3,0,0
"speech fits",0,0,0,1,0,0,0,0,0
"speech found",0,0,0,0,1,0,0,0,0
"speech goal",0,0,0,0,0,0,0,0,1
"speech ground",0,0,0,0,0,1,0,0,0
"speech helped",0,0,0,0,0,1,0,0,0
"speech language",0,0,1,0,0,0,1,0,1
"speech michael",0,0,0,0,0,0,0,0,1
"speech pathologist",0,0,0,0,1,0,0,0,0
"speech pathologists",0,0,0,0,1,0,0,0,0
"speech personal",0,0,1,0,0,0,0,0,0
"speech program",0,0,0,0,0,1,0,0,0
"speech repeat",0,0,0,0,0,1,0,0,0
"speech replace",0,0,0,0,0,0,0,0,1
"speech text",0,0,0,0,1,0,0,0,0
"speech therapist",0,0,0,0,3,1,0,0,0
"speech therapy",0,0,1,0,0,0,0,0,1
"speech voice",1,0,1,0,0,0,0,0,0
"speech worthwhile",0,0,0,0,0,1,0,0,0
"spelling page",0,0,0,1,0,0,0,0,0
"spellings luck",0,0,0,0,0,0,0,0,1
"spellings syntaxes",0,0,0,0,0,0,0,0,1
"spend rest",0,0,0,0,0,0,0,0,1
"spend time",0,0,2,0,0,0,0,0,1
"spending time",0,0,0,0,0,0,0,0,1
"spent communicating",0,0,0,0,0,0,0,0,1
"spent days",0,0,0,0,0,0,0,0,1
"spent online",0,0,0,0,0,0,0,0,2
"spoke asserted",0,0,0,0,0,0,0,0,1
"spoke voice",0,0,0,0,0,0,0,0,1
"spoken built",0,0,0,1,0,0,0,0,0
"spoken loud",0,0,0,1,0,0,0,0,0
"spread awareness",0,0,0,0,0,0,0,0,1
"square create",0,0,0,0,1,0,0,0,0
"squeezes button",0,0,0,0,0,0,0,0,1
"staff bathroom",0,0,0,0,1,0,0,0,0
"staff instructions",0,0,0,0,1,0,0,0,0
"staff originally",0,0,0,0,1,0,0,0,0
"staff students",0,0,0,0,0,0,1,0,0
"stage throwing",0,0,0,0,1,0,0,0,0
"stand closes",0,0,0,0,0,1,0,0,0
"stand solution",1,0,0,0,0,0,0,0,0
"standard content",1,0,0,0,0,0,0,0,0
"standard locations",1,0,0,0,0,0,0,0,0
"standard solutions",0,1,0,0,0,0,0,0,0
"staring window",0,0,0,0,0,0,0,0,1
"stark reality",0,0,0,0,0,0,0,0,1
"stars reason",0,0,0,0,0,1,0,0,0
"start bigger",0,0,0,0,0,0,0,0,1
"start cost",0,0,0,0,0,1,0,0,0
"start implimentation",0,0,0,0,1,0,0,0,0
"start praacticalaac.org",0,0,0,0,0,0,0,0,1
"start school",0,0,0,0,0,1,0,0,0
"start vocabulary",0,0,0,0,0,0,0,0,1
"started feel",0,0,0,0,0,0,0,0,1
"started icons",0,0,0,0,0,1,0,0,0
"started return",0,0,0,0,0,0,0,0,1
"starting core",0,0,0,0,0,0,0,0,1
"starts buttons",0,0,0,0,0,0,0,0,1
"starts sense",0,0,0,0,1,0,0,0,0
"stated children’s",0,0,0,0,0,0,0,0,1
"statistics canada",0,0,0,0,0,0,0,0,2
"statistics report",0,0,0,0,0,0,0,0,1
"stay connected",0,0,0,0,0,0,0,0,1
"stay hear",0,0,0,0,0,0,1,0,0
"step articles",0,1,0,0,0,0,0,0,0
"step helping",0,1,0,0,0,0,0,0,0
"step step",0,1,0,0,0,0,0,0,0
"stifled muted",0,0,0,0,0,0,0,0,1
"stolen dropped",0,0,0,0,1,0,0,0,0
"stopped accidentally",0,0,0,0,0,0,0,1,0
"stopped care",0,0,0,0,0,0,0,0,1
"stopped tracks",0,0,0,0,0,0,0,0,1
"store custom",0,0,0,1,0,0,0,0,0
"store random",0,0,0,0,0,0,0,0,1
"stories expressing",0,0,0,0,0,0,0,0,1
"story thrill",0,0,0,0,0,0,0,0,1
"story typifies",0,0,1,0,0,0,0,0,0
"straight forward",0,0,0,0,1,0,0,0,0
"strange core",0,0,0,0,0,0,0,0,1
"stranger walked",0,0,0,0,0,0,0,0,1
"strapped wheelchair",0,0,0,0,0,0,0,0,1
"straps wear",0,0,0,0,0,1,0,0,0
"strategy communication",0,0,0,0,0,0,0,0,1
"strip combine",0,0,1,0,0,0,0,0,0
"strip major",0,0,0,0,0,0,0,1,0
"stroke conditions",0,0,0,1,0,0,0,0,0
"strong advocate",0,0,0,0,0,0,0,0,1
"strong handle",0,0,0,0,0,1,0,0,0
"strong rugged",0,0,0,0,0,1,0,0,0
"stronger job",0,0,0,0,0,0,0,0,1
"stronger reading",0,0,0,0,0,0,1,0,0
"struggle communication",0,0,0,0,1,0,0,0,0
"struggled comprehend",0,0,0,0,0,0,0,0,1
"struggled learned",0,0,0,0,0,0,0,0,1
"struggled past",0,0,0,0,0,0,0,0,1
"student's unique",0,0,0,0,1,0,0,0,0
"student achievement",0,0,0,0,1,0,0,0,0
"student build",0,0,0,0,0,0,0,0,1
"student choices",0,0,0,0,1,0,0,0,0
"student communication",0,0,0,0,1,0,1,0,0
"student frequently",0,0,0,0,0,1,0,0,0
"student friends",0,0,0,0,0,0,1,0,0
"student intellectual",0,0,0,0,1,0,0,0,0
"student light",0,0,0,0,1,0,0,0,0
"student select",0,0,0,0,1,0,0,0,0
"student selects",0,0,0,0,1,0,0,0,0
"student tools",0,0,0,0,1,0,0,0,0
"students access",0,0,0,0,0,0,1,0,0
"students attention",0,0,0,0,1,0,0,0,0
"students begin",0,0,0,0,0,0,1,0,0
"students board",0,0,0,0,1,0,0,0,0
"students bridge",0,0,0,0,0,0,1,0,0
"students caseload",0,0,0,0,0,0,1,0,0
"students communication",0,0,0,0,0,0,1,0,0
"students devices",0,0,0,0,1,0,0,0,0
"students disabilities",0,0,0,0,1,0,0,0,0
"students engage",0,0,0,0,0,0,1,0,0
"students engaging",0,0,0,0,0,0,1,0,0
"students idea",0,0,0,0,1,0,0,0,0
"students initiating",0,0,0,0,0,0,0,1,0
"students interact",0,0,0,0,1,0,0,0,0
"students it’s",0,0,0,0,0,0,0,1,0
"students love",0,0,0,0,0,0,0,1,0
"students low",0,0,0,0,0,0,1,0,0
"students lowest",0,0,0,0,1,0,0,0,0
"students navigate",0,0,0,0,0,0,1,0,0
"students run",0,0,0,0,1,0,0,0,0
"students severe",0,0,0,0,2,0,0,0,0
"students significant",0,0,0,0,2,0,0,0,0
"students starts",0,0,0,0,0,0,0,0,1
"students stay",0,0,0,0,0,0,1,0,0
"students students",0,0,0,0,0,0,1,0,0
"students updates",0,0,0,0,1,0,0,0,0
"students voice",0,0,0,0,3,0,0,0,0
"studies 200",0,1,0,0,0,0,0,0,0
"study findings",0,0,0,0,0,0,0,0,1
"stuff student",0,0,0,0,1,0,0,0,0
"stumbled tricky",0,0,0,0,1,0,0,0,0
"styling button",0,0,0,1,0,0,0,0,0
"subjects restaurant",0,0,0,0,1,0,0,0,0
"submissions library",1,0,0,0,0,0,0,0,0
"subscribe ishare",0,0,0,1,0,0,0,0,0
"substitute expert",0,0,0,0,0,0,0,0,1
"success communication",0,0,0,0,0,0,0,0,1
"successful communication",0,0,0,0,0,0,0,0,1
"successfully son",0,0,0,0,1,0,0,0,0
"suggest participants",0,0,0,0,0,0,0,0,1
"suggested lots",0,0,0,0,0,0,0,0,1
"suggestions based",0,1,0,0,0,0,0,0,0
"suggestions experts",0,0,0,0,0,0,0,0,1
"suggestions improve",0,0,1,0,0,0,0,0,0
"suitable caregivers",0,0,0,0,0,0,0,0,1
"supplement current",0,0,0,0,0,0,0,0,1
"support adults",0,0,0,0,0,0,0,0,1
"support bt",1,0,0,0,0,0,0,0,0
"support child",0,0,0,0,0,0,0,0,1
"support communication",0,0,0,0,0,0,0,0,1
"support developer",0,0,0,0,0,1,0,0,0
"support diverse",0,0,0,0,1,0,0,0,0
"support educational",0,0,0,0,0,0,0,0,1
"support excellent",0,0,0,0,1,0,0,0,0
"support page",0,0,0,0,0,1,0,0,0
"support people",0,0,0,0,0,0,0,0,1
"support recommendation",0,0,0,0,0,0,0,0,1
"support single",1,0,0,0,0,0,0,0,0
"support social",0,0,0,0,0,0,0,0,1
"support support",0,0,0,0,0,0,0,0,1
"support switch",0,1,0,0,0,0,0,0,0
"support team",0,1,0,0,0,0,0,0,0
"support tts",1,0,0,0,0,0,0,0,0
"support verbal",0,0,0,0,1,0,0,0,0
"support word",1,0,0,0,0,0,0,0,0
"supported level",0,0,0,0,1,0,0,0,0
"supported videos",1,0,0,0,0,0,0,0,0
"supported voice",0,0,0,0,0,0,0,0,1
"supporting beginning",0,1,0,0,0,0,0,0,0
"supporting child",0,0,0,0,0,0,0,0,1
"supporting vocabularies",0,0,0,0,0,0,0,0,1
"supports bilingual",0,1,0,0,0,0,0,0,0
"supports browser",1,0,0,0,0,0,0,0,0
"supports users",1,0,0,0,0,0,0,0,0
"surprise statistics",0,0,0,0,0,0,0,0,1
"surrounded people",0,0,0,0,0,0,0,0,1
"suspected spectrum",0,0,0,0,0,1,0,0,0
"swiftly resolved",0,0,0,0,2,0,0,0,0
"swipe left",0,0,0,0,0,1,0,0,0
"swipe page",0,0,0,0,0,1,0,0,0
"swiping reason",0,0,0,0,0,1,0,0,0
"switch devices",0,0,0,0,0,0,1,0,0
"switch languages",0,1,0,0,0,0,0,0,0
"switch scanning",0,1,0,0,0,0,0,0,0
"switches additional",1,0,0,0,0,0,0,0,0
"switches programmed",1,0,0,0,0,0,0,0,0
"symbol internet",0,0,0,0,0,0,0,0,1
"symbolix public",0,0,0,0,1,0,0,0,0
"symbols create",0,0,0,0,0,0,0,0,1
"symbols customizable",0,0,0,1,0,0,0,0,0
"symbols developed",0,0,1,0,0,0,0,0,0
"symbols included",0,0,0,1,0,0,0,0,0
"symbols library",0,0,1,0,0,0,0,0,0
"symbols photos",0,1,0,0,0,0,0,0,0
"symbolstix images",2,0,0,0,0,0,0,0,0
"symbolstix symbols",0,0,0,1,0,0,0,0,0
"sync technology",1,0,0,0,0,0,0,0,0
"synced web",0,0,0,0,1,0,0,0,0
"synchronized web",0,0,0,0,1,0,0,0,0
"syndrome als",0,0,0,1,0,0,0,0,0
"syndrome cerebral",1,1,1,0,0,0,0,0,0
"syndrome it’s",0,0,0,0,0,1,0,0,0
"syndrome kleinfelter",0,0,0,0,0,1,0,0,0
"syndrome speech",0,1,0,0,0,0,0,0,0
"syntaxes relieves",0,0,0,0,0,0,0,0,1
"synth voice",0,0,0,0,1,0,0,0,0
"synthesized voices",0,0,0,1,0,0,0,0,0
"synthesizer playing",0,0,0,1,0,0,0,0,0
"system communication",0,0,0,0,0,0,0,0,1
"system cool",0,0,0,0,1,0,0,0,0
"system highly",0,0,0,0,0,0,0,0,1
"system talk",0,1,0,0,0,0,0,0,0
"systems additional",0,0,0,0,0,0,0,0,1
"systems messaging",0,0,0,0,0,0,0,0,1
"systems seizures",0,0,0,0,1,0,0,0,0
"systems supplement",0,0,0,0,0,0,0,0,1
"ta da",0,0,0,0,0,0,0,0,1
"takes cognitive",0,0,0,0,0,0,0,0,1
"taking care",0,0,0,0,0,0,0,0,1
"taking picture",0,0,0,0,0,1,0,0,0
"taking pictures",0,1,0,0,0,0,0,0,0
"talk advice",0,0,1,0,0,0,0,0,0
"talk designed",0,0,2,0,0,0,0,0,0
"talk dismay",0,0,0,0,0,1,0,0,0
"talk easier",0,0,0,0,0,0,1,0,0
"talk educators",0,0,1,0,0,0,0,0,0
"talk effectively",0,0,1,0,0,0,0,0,0
"talk facilitates",0,0,0,0,0,0,2,0,0
"talk features",0,0,1,0,0,0,0,0,0
"talk feedback",0,0,1,0,0,0,0,0,0
"talk friend",0,0,0,0,0,0,0,0,1
"talk friends",0,0,0,0,0,1,0,0,0
"talk huge",0,0,1,0,0,0,0,0,0
"talk magical",0,0,0,0,1,0,0,0,0
"talk mobile",0,0,1,0,0,0,0,0,0
"talk option",0,0,0,0,1,0,0,0,0
"talk result",0,0,1,0,0,0,0,0,0
"talk roommates",0,0,0,0,0,1,0,0,0
"talk settings",0,0,0,0,0,0,1,0,0
"talk slp",0,0,0,0,1,0,0,0,0
"talk slp's",0,0,0,0,0,0,1,0,0
"talk students",0,0,0,0,0,0,1,0,0
"talk teachers",0,0,0,0,0,0,1,0,0
"talk tools",0,0,0,0,3,0,0,0,0
"talk update",0,0,0,0,0,0,0,1,0
"talk user",0,1,0,0,1,0,1,0,0
"talking communicating",0,0,0,0,0,0,0,0,1
"talking quick",0,0,1,0,0,0,0,0,0
"tangible items",0,0,0,0,0,0,0,0,2
"tap images",0,1,0,0,0,0,0,0,0
"tap pictures",0,0,0,0,1,0,0,0,0
"tapping images",0,1,0,0,0,0,0,0,0
"targets individuals",0,0,0,1,0,0,0,0,0
"taught time",0,0,0,0,0,0,0,0,1
"tc recognized",0,0,0,0,0,0,0,0,1
"teach family",0,0,0,0,1,0,0,0,0
"teacher associate",0,0,0,0,1,0,0,0,0
"teacher djs",0,0,0,0,1,0,0,0,0
"teacher students",0,0,0,0,0,0,0,1,0
"teachers email",1,0,0,0,0,0,0,0,0
"teachers program",0,0,0,0,0,0,1,0,0
"teachers speech",0,0,0,0,1,0,0,0,0
"teachers student",0,0,0,0,1,0,0,0,0
"teachers students",0,0,0,0,1,0,0,0,0
"teachers therapists",1,0,0,0,0,0,0,0,0
"teachers users",0,1,0,0,0,0,0,0,0
"teaching assessing",0,0,0,0,1,0,0,0,0
"teaching client",0,0,0,0,0,0,0,0,1
"teaching communication",0,1,0,0,0,0,0,0,0
"teaching core",0,0,0,0,0,0,0,0,1
"teaching navigate",0,0,0,0,0,0,0,0,1
"teaching sentence",0,0,0,0,0,0,0,0,1
"team 7",0,1,0,0,0,0,0,0,0
"team charge",0,0,0,0,0,0,0,0,1
"team including",0,0,0,0,0,0,0,0,1
"team professionals",0,0,0,0,1,0,0,0,0
"tech forms",0,0,0,0,0,0,0,0,1
"tech systems",0,0,0,0,0,0,0,0,1
"technical support",0,0,0,0,1,0,0,0,1
"technology aligns",0,0,0,0,0,0,0,0,1
"technology augmentative",0,0,0,1,0,0,0,0,0
"technology company",0,0,1,0,0,0,0,0,0
"technology equip",0,0,1,0,0,0,0,0,0
"technology evolving",0,0,0,0,0,0,0,0,1
"technology improve",0,0,0,0,0,0,0,0,1
"technology increased",0,0,0,0,0,0,0,0,1
"technology merge",1,0,0,0,0,0,0,0,0
"technology online",0,0,0,0,0,0,0,0,2
"technology opportunity",0,0,0,0,0,0,0,0,1
"technology research",0,0,0,0,0,0,0,0,1
"technology tech",0,0,0,0,0,0,0,0,1
"teletherapy can’t",0,0,0,0,0,0,0,0,1
"telling add",0,0,0,0,0,1,0,0,0
"telling stories",0,0,0,0,0,0,0,0,1
"temptations learners",0,0,0,0,0,0,0,0,1
"tenderness talk",0,0,0,0,0,0,0,0,1
"terrible darkness",0,0,0,0,0,0,0,0,1
"terror knowing",0,0,0,0,0,0,0,0,1
"test mental",0,0,0,0,0,0,0,0,1
"tested experts",0,0,0,0,0,0,0,0,1
"tested voice",0,0,0,0,0,0,0,1,0
"testing school",0,0,0,0,1,0,0,0,0
"text applications",0,0,0,1,0,0,0,0,0
"text choose",0,0,0,1,0,0,0,0,0
"text generated",0,0,0,2,0,0,0,0,0
"text message",0,0,0,1,0,0,0,0,0
"text speech",1,0,2,0,1,0,3,0,0
"texts access",1,0,0,0,0,0,0,0,0
"that.typically choose",0,0,0,0,0,0,0,0,1
"that’s communicating",0,0,0,0,0,0,0,0,1
"theory research",0,0,0,0,0,0,0,0,1
"therapies drill",0,0,0,0,0,1,0,0,0
"therapist adult",0,0,0,0,1,0,0,0,0
"therapist allowing",0,0,0,0,1,0,0,0,0
"therapist care",0,0,0,0,0,1,0,0,0
"therapist recognize",0,0,0,0,1,0,0,0,0
"therapists caregivers",1,0,0,0,0,0,0,0,0
"therapists customized",0,0,0,0,0,1,0,0,0
"therapists engineers",0,0,1,0,0,0,0,0,0
"therapists teachers",0,1,0,0,0,0,0,0,0
"therapy device",0,0,0,0,0,0,0,0,1
"therapy educators",0,0,1,0,0,0,0,0,0
"therapy team",0,0,0,0,0,0,0,0,1
"thinking love",0,0,0,0,0,0,0,0,1
"thousands easy",0,0,0,0,1,0,0,0,0
"threats managed",0,0,0,0,0,0,0,0,1
"thrill participate",0,0,0,0,0,0,0,0,1
"thrilled tools",0,0,0,0,1,0,0,0,0
"throwing device",0,0,0,0,1,0,0,0,0
"thrown device",0,0,0,0,0,0,0,0,1
"thrust world",0,0,0,0,0,0,0,0,1
"tics highly",0,0,0,0,0,1,0,0,0
"tiktok surprise",0,0,0,0,0,0,0,0,1
"tilt device",0,0,0,1,0,0,0,0,0
"time 12",0,0,0,0,0,0,0,0,1
"time add",0,0,0,0,0,0,1,0,0
"time allowing",0,1,0,0,0,0,0,0,0
"time argues",0,0,0,0,0,0,0,0,1
"time button",0,0,0,1,0,0,0,0,0
"time buttons",0,0,0,1,0,0,0,0,0
"time customize",0,0,0,0,0,0,1,0,0
"time establishing",0,0,0,0,0,0,0,0,1
"time finally",0,0,0,0,0,1,0,0,0
"time form",0,0,0,0,0,0,0,0,1
"time found",0,0,0,0,0,0,0,0,1
"time handling",0,0,0,0,0,0,1,0,0
"time happened",0,0,0,0,0,0,0,0,1
"time keys",0,0,0,0,0,0,0,0,1
"time listen",0,0,0,0,0,0,0,1,0
"time love",0,0,0,0,1,0,0,0,0
"time noticing",0,0,0,0,0,0,0,0,1
"time patient",0,0,0,0,1,0,0,0,0
"time positive",0,0,0,0,0,1,0,0,0
"time referred",0,0,0,0,0,0,0,0,1
"time savings",1,0,0,0,0,0,0,0,0
"time setting",0,0,1,0,0,0,0,0,0
"time social",0,0,0,0,0,0,0,0,1
"time son",0,0,0,0,0,1,0,0,0
"time spent",0,0,0,0,0,0,0,0,2
"time stolen",0,0,0,0,1,0,0,0,0
"time supporting",0,0,0,0,0,0,0,0,1
"time talking",0,0,1,0,0,0,0,0,0
"time time",0,0,0,0,0,0,0,0,1
"time understand",0,0,0,0,1,0,0,0,0
"time undo",1,0,0,0,0,0,0,0,0
"time voice",0,0,0,0,0,1,0,0,0
"time write",0,0,0,0,0,0,0,0,1
"times 4",0,0,0,0,1,0,0,0,0
"times classroom",0,0,0,0,0,0,1,0,0
"times simply",0,0,0,0,0,0,0,0,1
"times words",0,0,0,0,0,0,0,0,1
"timing adjusted",0,0,0,1,0,0,0,0,0
"tiny square",0,0,0,0,1,0,0,0,0
"toddler reason",0,0,0,0,0,1,0,0,0
"toddler suspected",0,0,0,0,0,1,0,0,0
"told actions",0,0,0,0,0,0,0,0,1
"told die",0,0,0,0,0,0,0,0,1
"told home",0,0,0,0,0,0,0,0,1
"told it’s",0,0,0,0,0,1,0,0,0
"told vegetable",0,0,0,0,0,0,0,0,1
"toll mother",0,0,0,0,0,0,0,0,1
"tone trouble",0,0,0,0,0,0,1,0,0
"tool classroom",0,0,0,0,1,0,0,0,0
"tool close",0,0,0,0,0,0,0,0,1
"tool communication",0,0,0,0,1,0,0,0,0
"tool customizable",0,1,0,0,0,0,0,0,0
"tool customized",0,0,0,0,1,0,0,0,0
"tool giving",0,0,0,0,1,0,0,0,0
"tool investing",0,0,0,0,1,0,0,0,0
"tool serve",0,0,0,0,1,0,0,0,0
"tool social",0,0,0,0,0,0,0,0,1
"tool students",0,0,0,0,0,0,1,0,0
"tool university",1,0,0,0,0,0,0,0,0
"tools ago",0,0,0,0,1,0,0,0,0
"tools assist",0,0,0,0,0,1,0,0,0
"tools education",0,0,0,0,1,0,0,0,0
"tools home",0,0,0,0,1,0,0,0,0
"tools lite",0,0,0,0,1,0,0,0,0
"tools rock",0,0,0,0,1,0,0,0,0
"tools terrible",0,0,0,0,0,0,0,0,1
"tools thrilled",0,0,0,0,1,0,0,0,0
"top corner",0,0,0,0,0,0,0,2,0
"tortured monotony",0,0,0,0,0,0,0,0,1
"totally recommend",0,0,0,0,0,1,0,0,0
"totally trapped",0,0,0,0,0,0,0,0,1
"totally worth",0,0,0,0,1,0,0,0,0
"touch developed",0,0,1,0,0,0,0,0,0
"touch finger",0,0,0,0,1,0,0,0,0
"touch send",0,0,0,1,0,0,0,0,0
"touch tv",0,0,0,0,1,0,0,0,0
"touchchathd nonverbal",0,0,0,0,0,0,0,1,0
"tracks changed",0,0,0,0,0,0,0,0,1
"tragically brain",0,0,0,0,0,0,0,0,1
"trained affordable",0,0,0,0,1,0,0,0,0
"training people",0,0,0,0,0,0,0,0,1
"training powerful",0,0,0,0,1,0,0,0,0
"training required",0,0,0,0,1,0,0,0,0
"training sessions",0,0,0,0,0,0,1,0,0
"training software’s",0,0,0,0,0,0,0,0,1
"transfer profiles",0,0,1,0,0,0,0,0,0
"transformed feeling",0,0,0,0,0,0,0,0,1
"trapped company",0,0,0,0,0,0,0,0,1
"trapped inside",0,0,0,0,0,0,0,0,1
"treated progressively",0,0,0,0,0,0,0,0,1
"treatment network",0,0,0,0,0,0,0,0,1
"trial board",0,0,0,0,1,0,0,0,0
"trial continues",0,0,0,0,1,0,0,0,0
"trial error",0,0,0,0,0,0,0,0,1
"trial provided",0,0,0,0,1,0,0,0,0
"trial workspace",1,0,0,0,0,0,0,0,0
"tricky set",0,0,0,0,1,0,0,0,0
"trip activities",0,0,0,0,0,1,0,0,0
"trips forced",0,0,0,0,0,0,1,0,0
"trouble coordinating",0,0,0,0,0,0,1,0,0
"trouble swiping",0,0,0,0,0,1,0,0,0
"troubleshooting page",0,0,0,0,0,0,0,1,0
"true classroom",0,0,0,0,1,0,0,0,0
"true communication",0,0,0,0,0,0,0,0,2
"tts languages",1,0,0,0,0,0,0,0,0
"tumblr text",0,0,0,1,0,0,0,0,0
"tutorials guide",0,0,0,0,1,0,0,0,0
"tutorials start",0,0,0,0,1,0,0,0,0
"tv add",0,0,0,0,1,0,0,0,0
"tv cameraman",0,0,0,0,1,0,0,0,0
"tv itouch",1,0,0,0,0,0,0,0,0
"tv mirroring",0,0,0,0,1,0,0,0,0
"tv watching",0,0,0,0,0,0,0,0,1
"twitter instagram",0,0,0,0,0,0,0,0,1
"twitter pinterest",0,0,0,0,0,0,0,0,1
"twitter tumblr",0,0,0,1,0,0,0,0,0
"type experienced",0,1,0,0,0,0,0,0,0
"type eyes",0,0,0,0,0,0,0,0,1
"type includes",0,1,0,0,0,0,0,0,0
"type password",0,0,0,0,1,0,0,0,0
"type sentence",0,0,1,0,0,0,0,0,0
"type speak",0,1,0,0,0,0,0,0,0
"type words",0,1,0,0,0,0,0,0,0
"typed brand",0,0,0,0,1,0,0,0,0
"typed loves",0,0,0,0,0,1,0,0,0
"types listens",0,0,0,0,0,1,0,0,0
"types users",0,0,0,0,0,0,0,1,0
"typical augmentative",0,0,1,0,0,0,0,0,0
"typically developing",0,0,0,0,0,0,0,0,1
"typifies silicon",0,0,1,0,0,0,0,0,0
"typing keyword",0,0,0,0,1,0,0,0,0
"typing mode",0,0,1,0,0,0,0,0,0
"typing select",0,1,0,0,0,0,0,0,0
"typing username",0,0,0,0,1,0,0,0,0
"typing view",0,1,0,0,0,0,0,0,0
"typists includes",0,1,0,0,0,0,0,0,0
"uk article",0,0,0,0,0,0,0,0,1
"uk government",0,0,0,0,0,0,0,0,1
